Province_State,UID,code3,FIPS,Lat,Long_,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20,4/23/20,4/24/20,4/25/20,4/26/20,4/27/20,4/28/20,4/29/20,4/30/20,5/1/20,5/2/20,5/3/20,5/4/20,5/5/20,5/6/20,5/7/20,5/8/20,5/9/20,5/10/20,5/11/20,5/12/20,5/13/20,5/14/20,5/15/20,5/16/20,5/17/20,5/18/20,5/19/20,5/20/20,5/21/20,5/22/20,5/23/20,5/24/20,5/25/20,5/26/20,5/27/20,5/28/20,5/29/20,5/30/20,5/31/20,6/1/20,6/2/20,6/3/20,6/4/20,6/5/20,6/6/20,6/7/20,6/8/20,6/9/20,6/10/20,6/11/20,6/12/20,6/13/20,6/14/20,6/15/20,6/16/20,6/17/20,6/18/20
New Mexico,2941326065.0,29400.0,1326065.0,1140.1288462999999,-3494.2745445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,10.0,13.0,13.0,21.0,23.0,28.0,35.0,42.0,55.0,57.0,83.0,100.0,113.0,113.0,136.0,208.0,237.0,237.0,315.0,327.0,373.0,490.0,506.0,624.0,686.0,794.0,821.0,865.0,1081.0,1091.0,1245.0,1262.0,1345.0,1484.0,1484.0,1597.0,1798.0,1845.0,1971.0,1971.0,2210.0,2379.0,2521.0,2660.0,2726.0,2825.0,2974.0,3213.0,3411.0,3513.0,3732.0,3850.0,4031.0,4138.0,4291.0,4493.0,4673.0,4778.0,4863.0,5069.0,5212.0,5364.0,5503.0,5662.0,5847.0,5938.0,6096.0,6192.0,6317.0,6472.0,6625.0,6625.0,6943.0,7026.0,7130.0,7252.0,7364.0,7493.0,7624.0,7689.0,7800.0,8024.0,8140.0,8353.0,8672.0,8800.0,8940.0,9062.0,9105.0,9250.0,9367.0,9526.0,9621.0,9723.0,9845.0,9933.0,10065.0,10153.0
New York,5378405916.0,53760.0,2405916.0,2637.7373826599996,-4679.39936508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,11.0,23.0,31.0,76.0,106.0,142.0,150.0,220.0,327.0,421.0,613.0,615.0,967.0,1578.0,3038.0,5704.0,8403.0,11727.0,15800.0,20884.0,25681.0,30841.0,37877.0,44876.0,52410.0,59648.0,66663.0,75833.0,83948.0,92506.0,102987.0,113833.0,123160.0,131815.0,139875.0,151061.0,161779.0,172348.0,181026.0,189033.0,195749.0,203020.0,214454.0,223691.0,230597.0,237474.0,243382.0,248416.0,253519.0,258222.0,263460.0,271590.0,282143.0,288045.0,291996.0,295106.0,299691.0,304372.0,308314.0,312977.0,316415.0,318953.0,321192.0,323978.0,327469.0,330407.0,333122.0,335395.0,337055.0,338485.0,340661.0,343051.0,345813.0,348232.0,350121.0,351371.0,352845.0,354370.0,356458.0,358154.0,359926.0,361515.0,362764.0,363836.0,364965.0,366733.0,368284.0,369660.0,370770.0,371711.0,373040.0,374085.0,375133.0,376208.0,377316.0,378097.0,378799.0,379482.0,380156.0,380892.0,381714.0,382630.0,383324.0,383944.0,384575.0,385142.0,385760.0
North Carolina,8571880074.0,85680.0,3880074.0,3562.420971000001,-7950.109873960003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,7.0,7.0,15.0,17.0,25.0,32.0,39.0,64.0,92.0,136.0,189.0,256.0,305.0,353.0,495.0,590.0,738.0,887.0,1020.0,1191.0,1313.0,1535.0,1675.0,1977.0,2251.0,2486.0,2649.0,2962.0,3299.0,3499.0,3736.0,3965.0,4354.0,4570.0,4886.0,5113.0,5340.0,5639.0,6045.0,6328.0,6601.0,6895.0,7134.0,7495.0,7820.0,8290.0,8768.0,8997.0,9428.0,9755.0,10180.0,10754.0,11070.0,11588.0,11770.0,11971.0,12510.0,13053.0,13540.0,14006.0,14478.0,14938.0,15274.0,15622.0,16352.0,16968.0,17494.0,18130.0,18673.0,19207.0,19239.0,20262.0,20512.0,22110.0,22864.0,23365.0,24057.0,24455.0,24916.0,25800.0,26885.0,27794.0,28785.0,29592.0,30023.0,31276.0,32075.0,33295.0,34718.0,35625.0,36517.0,37227.0,38473.0,39584.0,41417.0,42845.0,44264.0,45114.0,45907.0,46934.0,48167.0
North Dakota,4622186885.0,46200.0,2186885.0,2511.8558565800004,-5313.217852090001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,19.0,26.0,28.0,28.0,30.0,36.0,45.0,51.0,68.0,94.0,98.0,109.0,122.0,142.0,159.0,173.0,186.0,207.0,225.0,237.0,251.0,269.0,278.0,293.0,308.0,331.0,341.0,365.0,393.0,393.0,528.0,585.0,627.0,644.0,679.0,709.0,748.0,803.0,867.0,942.0,991.0,1033.0,1067.0,1107.0,1153.0,1191.0,1225.0,1266.0,1323.0,1371.0,1425.0,1464.0,1491.0,1518.0,1571.0,1647.0,1712.0,1761.0,1848.0,1900.0,1931.0,1994.0,2095.0,2229.0,2317.0,2365.0,2418.0,2457.0,2422.0,2439.0,2481.0,2520.0,2554.0,2577.0,2625.0,2646.0,2679.0,2706.0,2745.0,2816.0,2861.0,2880.0,2901.0,2941.0,2980.0,3016.0,3058.0,3080.0,3101.0,3124.0,3166.0,3193.0
Northern Mariana Islands,580.0,580.0,69.0,15.0979,145.6739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,6.0,8.0,8.0,8.0,8.0,8.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,13.0,13.0,13.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,15.0,15.0,15.0,16.0,16.0,19.0,19.0,19.0,19.0,19.0,21.0,21.0,21.0,21.0,21.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,23.0,24.0,26.0,26.0,26.0,27.0,28.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0
Ohio,7563609822.0,75600.0,3609822.0,3547.3389435400018,-7289.51590458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,5.0,12.0,26.0,30.0,50.0,67.0,89.0,119.0,173.0,247.0,356.0,443.0,567.0,704.0,868.0,1137.0,1406.0,1653.0,1933.0,2199.0,2547.0,2901.0,3312.0,3739.0,4043.0,4453.0,4782.0,5148.0,5512.0,5878.0,6250.0,6604.0,6975.0,7285.0,7794.0,8414.0,9107.0,10222.0,11602.0,12919.0,13725.0,14117.0,14694.0,15169.0,15587.0,15972.0,16325.0,16769.0,17303.0,18027.0,18743.0,19335.0,19914.0,20474.0,20969.0,21576.0,22131.0,23016.0,23697.0,24081.0,24777.0,25250.0,25721.0,26357.0,26954.0,27474.0,27923.0,28454.0,28952.0,29436.0,30167.0,30794.0,31408.0,31911.0,32477.0,33006.0,33439.0,33915.0,34566.0,35033.0,35513.0,35984.0,36350.0,36792.0,37282.0,37758.0,38111.0,38476.0,38837.0,39162.0,39575.0,40004.0,40424.0,40851.0,41148.0,41576.0,42010.0,42422.0,43122.0
Oklahoma,6639256009.0,66360.0,3256009.0,2733.6474108,-7488.35776672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,10.0,17.0,17.0,44.0,49.0,53.0,67.0,81.0,106.0,164.0,248.0,322.0,377.0,429.0,481.0,568.0,721.0,881.0,990.0,1161.0,1254.0,1329.0,1474.0,1526.0,1686.0,1794.0,1868.0,1970.0,2069.0,2184.0,2263.0,2357.0,2465.0,2465.0,2567.0,2680.0,2807.0,2894.0,3017.0,3121.0,3194.0,3254.0,3281.0,3410.0,3473.0,3618.0,3748.0,3851.0,3972.0,4044.0,4127.0,4202.0,4330.0,4424.0,4490.0,4589.0,4613.0,4732.0,4858.0,4963.0,5087.0,5237.0,5310.0,5398.0,5489.0,5532.0,5680.0,5849.0,5960.0,6037.0,6090.0,6138.0,6229.0,6273.0,6338.0,6418.0,6418.0,6573.0,6692.0,6805.0,6907.0,7007.0,7059.0,7150.0,7205.0,7363.0,7483.0,7626.0,7849.0,8073.0,8231.0,8417.0,8645.0,8904.0,9355.0
Oregon,3193647378.0,31920.0,1647378.0,1601.7264242899996,-4373.1691055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,6.0,14.0,14.0,14.0,19.0,24.0,30.0,36.0,36.0,39.0,66.0,75.0,88.0,114.0,137.0,161.0,191.0,210.0,266.0,316.0,416.0,479.0,548.0,606.0,690.0,736.0,826.0,899.0,899.0,1068.0,1068.0,1132.0,1181.0,1321.0,1322.0,1371.0,1527.0,1584.0,1633.0,1663.0,1736.0,1785.0,1844.0,1910.0,1957.0,2004.0,2059.0,2127.0,2177.0,2253.0,2311.0,2354.0,2385.0,2446.0,2510.0,2579.0,2635.0,2680.0,2759.0,2839.0,2916.0,2989.0,3068.0,3160.0,3228.0,3286.0,3358.0,3416.0,3479.0,3541.0,3612.0,3623.0,3687.0,3726.0,3801.0,3817.0,3864.0,3888.0,3927.0,3949.0,3967.0,4038.0,4086.0,4131.0,4185.0,4243.0,4302.0,4335.0,4399.0,4474.0,4570.0,4570.0,4662.0,4922.0,4988.0,5060.0,5237.0,5377.0,5377.0,5636.0,5820.0,6098.0,6218.0,6366.0
Pennsylvania,5798988573.0,57960.0,2988573.0,2734.8112497699994,-5200.22629518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,7.0,12.0,16.0,22.0,41.0,47.0,47.0,79.0,112.0,155.0,206.0,311.0,399.0,509.0,698.0,946.0,1260.0,1795.0,2345.0,2845.0,3432.0,4155.0,4963.0,6009.0,7268.0,8570.0,10444.0,11589.0,13127.0,14853.0,16631.0,18300.0,20051.0,21719.0,22938.0,24292.0,25465.0,26753.0,28258.0,29888.0,31652.0,32902.0,33914.0,35249.0,36082.0,38379.0,40208.0,41153.0,42616.0,43558.0,45137.0,46327.0,47971.0,49579.0,50494.0,51225.0,52816.0,53864.0,54800.0,55956.0,57371.0,58560.0,59939.0,60459.0,61310.0,62101.0,63105.0,64136.0,65185.0,65700.0,66669.0,67311.0,68126.0,69252.0,70211.0,71009.0,71563.0,71925.0,72778.0,73557.0,74220.0,74984.0,75697.0,76129.0,76646.0,77225.0,77780.0,78335.0,78815.0,79505.0,79908.0,80339.0,80870.0,81316.0,81848.0,82481.0,82944.0,83203.0,83589.0,83978.0,84289.0,84683.0
Puerto Rico,630.0,630.0,72.0,18.2208,-66.5901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,14.0,21.0,23.0,31.0,39.0,51.0,64.0,79.0,100.0,127.0,174.0,239.0,286.0,316.0,316.0,452.0,475.0,513.0,573.0,620.0,683.0,725.0,788.0,897.0,903.0,923.0,974.0,1043.0,1068.0,1118.0,1213.0,1252.0,1298.0,1252.0,1416.0,1276.0,1307.0,1371.0,1389.0,1400.0,1433.0,1539.0,1575.0,1757.0,1808.0,1843.0,1924.0,1968.0,2031.0,2156.0,2173.0,2198.0,2256.0,2299.0,2329.0,2427.0,2542.0,2589.0,2646.0,2710.0,2805.0,2866.0,2913.0,3030.0,3100.0,3189.0,3260.0,3324.0,3397.0,3486.0,3647.0,3718.0,3776.0,3873.0,3935.0,4023.0,4508.0,4620.0,4915.0,4985.0,5046.0,5185.0,5329.0,5352.0,5536.0,5690.0,5811.0,5890.0,5951.0,6003.0,6111.0
Rhode Island,588390113.0,5880.0,390113.0,208.27571053,-357.32052549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,5.0,3.0,12.0,20.0,20.0,21.0,23.0,33.0,44.0,54.0,66.0,83.0,106.0,124.0,132.0,165.0,203.0,239.0,294.0,408.0,488.0,566.0,645.0,711.0,806.0,922.0,1082.0,1229.0,1450.0,1727.0,1727.0,2349.0,2665.0,2665.0,3251.0,3251.0,3529.0,4177.0,4491.0,4706.0,5090.0,5500.0,5841.0,6256.0,6699.0,7129.0,7439.0,7708.0,7927.0,8247.0,8621.0,8962.0,9289.0,9477.0,9652.0,9933.0,10205.0,10530.0,10779.0,10989.0,11274.0,11450.0,11614.0,11835.0,12016.0,12219.0,12434.0,12674.0,12795.0,12951.0,13356.0,13571.0,13736.0,13952.0,14065.0,14065.0,14210.0,14353.0,14494.0,14635.0,14819.0,14928.0,14991.0,15112.0,15219.0,15325.0,15441.0,15441.0,15441.0,15642.0,15691.0,15756.0,15862.0,15947.0,15947.0,15947.0,16093.0,16164.0,16213.0,16269.0
South Carolina,4034242206.0,40320.0,2242206.0,1562.0437180300005,-3725.2363858399995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,7.0,10.0,7.0,8.0,19.0,19.0,30.0,47.0,60.0,80.0,126.0,174.0,196.0,298.0,342.0,424.0,424.0,542.0,660.0,774.0,925.0,1083.0,1293.0,1554.0,1700.0,1917.0,2049.0,2232.0,2417.0,2417.0,2793.0,3067.0,3211.0,3320.0,3391.0,3553.0,3656.0,3931.0,4099.0,4248.0,4377.0,4446.0,4439.0,4761.0,4917.0,5070.0,5253.0,5498.0,5613.0,5735.0,5882.0,6095.0,6258.0,6489.0,6626.0,6757.0,6841.0,6936.0,7142.0,7367.0,7531.0,7653.0,7792.0,7927.0,8030.0,8189.0,8407.0,8661.0,8816.0,8942.0,9056.0,9175.0,9381.0,9638.0,9895.0,10096.0,10178.0,10416.0,10623.0,10788.0,11131.0,11394.0,11861.0,12148.0,12415.0,12415.0,12415.0,13453.0,13453.0,14286.0,14800.0,15228.0,15759.0,16441.0,17170.0,17955.0,18795.0,19378.0,19990.0,20556.0,21533.0
South Dakota,5715210577.0,57120.0,3210577.0,2921.9978651999995,-6554.50198811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,8.0,8.0,8.0,10.0,11.0,11.0,14.0,14.0,14.0,21.0,28.0,30.0,41.0,46.0,58.0,68.0,90.0,101.0,108.0,129.0,165.0,187.0,212.0,240.0,288.0,320.0,393.0,447.0,536.0,626.0,730.0,868.0,988.0,1168.0,1311.0,1411.0,1542.0,1635.0,1685.0,1755.0,1858.0,1956.0,2040.0,2147.0,2212.0,2244.0,2313.0,2373.0,2449.0,2525.0,2588.0,2631.0,2668.0,2721.0,2780.0,2906.0,3145.0,3393.0,3517.0,3614.0,3663.0,3732.0,3792.0,3887.0,3959.0,3987.0,4027.0,4085.0,4177.0,4177.0,4356.0,4464.0,4563.0,4586.0,4653.0,4710.0,4793.0,4866.0,4960.0,4993.0,5034.0,5067.0,5162.0,5247.0,5277.0,5367.0,5438.0,5471.0,5523.0,5604.0,5665.0,5742.0,5833.0,5898.0,5928.0,5966.0,6050.0,6109.0
Tennessee,8152644119.0,81480.0,4644119.0,3409.0847101599993,-8180.328683919998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,3.0,9.0,18.0,26.0,32.0,32.0,52.0,74.0,100.0,154.0,223.0,304.0,393.0,614.0,772.0,916.0,1097.0,1318.0,1511.0,1720.0,1917.0,2391.0,2933.0,3013.0,3067.0,3322.0,3633.0,3802.0,4139.0,4363.0,4634.0,4891.0,5132.0,5508.0,5610.0,5827.0,5827.0,6166.0,6263.0,6589.0,7070.0,7238.0,7394.0,7394.0,8266.0,8728.0,9189.0,9667.0,9918.0,10052.0,10366.0,10735.0,11891.0,12661.0,13177.0,13571.0,13690.0,13938.0,14096.0,14441.0,14768.0,14985.0,15544.0,16111.0,16370.0,16699.0,16960.0,17263.0,17359.0,18011.0,18412.0,18412.0,18961.0,19394.0,19785.0,20111.0,20535.0,20895.0,21285.0,21679.0,22063.0,22566.0,22566.0,22566.0,24342.0,24833.0,25190.0,25664.0,26177.0,26493.0,27005.0,27575.0,27930.0,28340.0,29118.0,29549.0,30343.0,31004.0,31751.0,32114.0,32770.0
Texas,21516426612.0,215040.0,12426612.0,8041.803434339999,-25057.879425249983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,8.0,11.0,13.0,16.0,21.0,27.0,44.0,60.0,63.0,85.0,110.0,196.0,306.0,429.0,582.0,643.0,758.0,955.0,1229.0,1563.0,1937.0,2455.0,2792.0,3147.0,3809.0,4355.0,5069.0,5734.0,6567.0,7209.0,8043.0,8925.0,9777.0,11208.0,12105.0,13023.0,13677.0,14275.0,15006.0,15907.0,16876.0,17849.0,18704.0,19260.0,19751.0,20574.0,21321.0,22650.0,23642.0,24153.0,24967.0,25321.0,26357.0,27257.0,28727.0,29692.0,30917.0,31998.0,32783.0,33912.0,34928.0,36036.0,37246.0,38394.0,39258.0,40555.0,41432.0,43020.0,44480.0,45721.0,47452.0,48396.0,49177.0,50552.0,51673.0,53053.0,53539.0,54776.0,55861.0,56409.0,57230.0,58542.0,60395.0,60901.0,62675.0,64652.0,65593.0,67310.0,68877.0,70555.0,72548.0,74470.0,75408.0,76463.0,78208.0,80777.0,82658.0,84927.0,86915.0,88523.0,90211.0,93569.0,97699.0,101259.0
Utah,3110012044.0,31080.0,1591939.0,1388.55098628,-3904.5199434000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,3.0,9.0,10.0,18.0,28.0,39.0,47.0,62.0,95.0,118.0,162.0,257.0,298.0,340.0,396.0,472.0,602.0,720.0,798.0,888.0,888.0,1086.0,1248.0,1428.0,1601.0,1678.0,1739.0,1848.0,1856.0,2103.0,2207.0,2303.0,2363.0,2417.0,2548.0,2683.0,2793.0,2917.0,3069.0,3213.0,3297.0,3445.0,3612.0,3782.0,3948.0,4123.0,4236.0,4345.0,4497.0,4672.0,4828.0,4985.0,5175.0,5317.0,5449.0,5595.0,5724.0,5919.0,6103.0,6251.0,6362.0,6432.0,6620.0,6749.0,6913.0,7068.0,7238.0,7384.0,7518.0,7710.0,7874.0,8057.0,8260.0,8392.0,8521.0,8620.0,8706.0,8921.0,9264.0,9533.0,9797.0,9999.0,10202.0,10497.0,10813.0,11252.0,11798.0,12066.0,12322.0,12559.0,12864.0,13252.0,13577.0,13981.0,14313.0,14608.0,14937.0,15344.0,15839.0
Vermont,1344870296.0,13440.0,870296.0,618.2329411800001,-1017.58132988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,5.0,12.0,12.0,13.0,22.0,29.0,49.0,52.0,75.0,95.0,125.0,158.0,184.0,211.0,235.0,256.0,293.0,321.0,338.0,389.0,461.0,512.0,543.0,575.0,605.0,628.0,679.0,711.0,727.0,748.0,752.0,759.0,774.0,779.0,803.0,813.0,816.0,818.0,823.0,825.0,827.0,843.0,851.0,855.0,862.0,862.0,866.0,879.0,886.0,897.0,902.0,907.0,908.0,916.0,919.0,921.0,927.0,926.0,927.0,929.0,932.0,933.0,934.0,940.0,940.0,944.0,944.0,950.0,952.0,954.0,956.0,962.0,967.0,971.0,974.0,975.0,977.0,981.0,983.0,988.0,990.0,1026.0,1027.0,1046.0,1063.0,1075.0,1084.0,1095.0,1110.0,1119.0,1125.0,1127.0,1128.0,1131.0,1130.0,1135.0
Virgin Islands,850.0,850.0,78.0,18.3358,-64.8963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,3.0,6.0,6.0,7.0,17.0,17.0,17.0,19.0,22.0,23.0,30.0,30.0,30.0,30.0,37.0,40.0,42.0,43.0,43.0,45.0,45.0,50.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,53.0,53.0,53.0,53.0,54.0,54.0,54.0,55.0,57.0,57.0,57.0,57.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,68.0,68.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,70.0,70.0,70.0,71.0,71.0,71.0,71.0,71.0,71.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,73.0,73.0
